country,listed_in,cnt,country_total,genre_total,country_share,global_share,gap,country_total_y
United States,International Movies,166,3690,2751,0.044986449864498644,0.3124006359300477,-0.26741418606554906,3690
Japan,Dramas,23,318,2426,0.07232704402515723,0.2754939813763343,-0.20316693735117708,318
Canada,International Movies,60,445,2751,0.1348314606741573,0.3124006359300477,-0.1775691752558904,445
Denmark,Comedies,1,48,1674,0.020833333333333332,0.19009766068589598,-0.16926432735256264,48
Taiwan,Dramas,10,89,2426,0.11235955056179775,0.2754939813763343,-0.16313443081453655,89
South Korea,Dramas,26,231,2426,0.11255411255411256,0.2754939813763343,-0.16293986882222172,231
Japan,Comedies,9,318,1674,0.02830188679245283,0.19009766068589598,-0.16179577389344316,318
Thailand,Dramas,8,70,2426,0.11428571428571428,0.2754939813763343,-0.16120826709062003,70
Taiwan,Comedies,3,89,1674,0.033707865168539325,0.19009766068589598,-0.15638979551735666,89
Colombia,Dramas,7,52,2426,0.1346153846153846,0.2754939813763343,-0.1408785967609497,52
United States,International TV Shows,74,3690,1351,0.02005420054200542,0.1534181240063593,-0.13336392346435388,3690
Indonesia,International TV Shows,2,90,1351,0.022222222222222223,0.1534181240063593,-0.13119590178413706,90
New Zealand,Comedies,2,33,1674,0.06060606060606061,0.19009766068589598,-0.12949160007983537,33
Philippines,International TV Shows,2,83,1351,0.024096385542168676,0.1534181240063593,-0.12932173846419062,83
United Arab Emirates,International TV Shows,1,37,1351,0.02702702702702703,0.1534181240063593,-0.12639109697933226,37
Australia,International Movies,30,160,2751,0.1875,0.3124006359300477,-0.12490063593004769,160
Israel,Comedies,2,30,1674,0.06666666666666667,0.19009766068589598,-0.12343099401922931,30
Norway,Comedies,2,30,1674,0.06666666666666667,0.19009766068589598,-0.12343099401922931,30
South Korea,International Movies,44,231,2751,0.19047619047619047,0.3124006359300477,-0.12192444545385722,231
Taiwan,International Movies,17,89,2751,0.19101123595505617,0.3124006359300477,-0.12138939997499151,89
South Korea,Comedies,17,231,1674,0.0735930735930736,0.19009766068589598,-0.11650458709282238,231
Hong Kong,International TV Shows,5,105,1351,0.047619047619047616,0.1534181240063593,-0.10579907638731167,105
Singapore,Dramas,7,41,2426,0.17073170731707318,0.2754939813763343,-0.10476227405926111,41
United Kingdom,International Movies,170,806,2751,0.2109181141439206,0.3124006359300477,-0.1014825217861271,806
Canada,International TV Shows,25,445,1351,0.056179775280898875,0.1534181240063593,-0.09723834872546042,445
Australia,Comedies,15,160,1674,0.09375,0.19009766068589598,-0.09634766068589598,160
New Zealand,International TV Shows,2,33,1351,0.06060606060606061,0.1534181240063593,-0.09281206340029868,33
Canada,Dramas,82,445,2426,0.1842696629213483,0.2754939813763343,-0.09122431845498599,445
India,International TV Shows,66,1046,1351,0.06309751434034416,0.1534181240063593,-0.09032060966601513,1046
South Korea,Documentaries,2,231,869,0.008658008658008658,0.09868271632977516,-0.0900247076717665,231
Hong Kong,Documentaries,1,105,869,0.009523809523809525,0.09868271632977516,-0.08915890680596564,105
Ireland,International TV Shows,3,46,1351,0.06521739130434782,0.1534181240063593,-0.08820073270201147,46
Taiwan,Documentaries,1,89,869,0.011235955056179775,0.09868271632977516,-0.08744676127359538,89
Philippines,Documentaries,1,83,869,0.012048192771084338,0.09868271632977516,-0.08663452355869082,83
Japan,International Movies,72,318,2751,0.22641509433962265,0.3124006359300477,-0.08598554159042504,318
Egypt,Documentaries,2,117,869,0.017094017094017096,0.09868271632977516,-0.08158869923575807,117
Nigeria,Documentaries,2,103,869,0.019417475728155338,0.09868271632977516,-0.07926524060161982,103
Colombia,Action & Adventure,1,52,859,0.019230769230769232,0.09754712695889166,-0.07831635772812243,52
China,Dramas,32,162,2426,0.19753086419753085,0.2754939813763343,-0.07796311717880344,162
Netherlands,Action & Adventure,1,50,859,0.02,0.09754712695889166,-0.07754712695889165,50
United Kingdom,Comedies,91,806,1674,0.11290322580645161,0.19009766068589598,-0.07719443487944437,806
South Korea,Independent Movies,2,231,756,0.008658008658008658,0.08585055643879173,-0.07719254778078308,231
Japan,Documentaries,7,318,869,0.0220125786163522,0.09868271632977516,-0.07667013771342296,318
Indonesia,Documentaries,2,90,869,0.022222222222222223,0.09868271632977516,-0.07646049410755293,90
Indonesia,Independent Movies,1,90,756,0.011111111111111112,0.08585055643879173,-0.07473944532768062,90
Philippines,TV Dramas,1,83,763,0.012048192771084338,0.08664546899841018,-0.07459727622732584,83
Singapore,Documentaries,1,41,869,0.024390243902439025,0.09868271632977516,-0.07429247242733614,41
Poland,Documentaries,1,41,869,0.024390243902439025,0.09868271632977516,-0.07429247242733614,41
China,Independent Movies,2,162,756,0.012345679012345678,0.08585055643879173,-0.07350487742644606,162
India,Documentaries,27,1046,869,0.02581261950286807,0.09868271632977516,-0.0728700968269071,1046
Sweden,Comedies,5,42,1674,0.11904761904761904,0.19009766068589598,-0.07105004163827694,42
Italy,Comedies,12,100,1674,0.12,0.19009766068589598,-0.07009766068589598,100
Nigeria,International TV Shows,9,103,1351,0.08737864077669903,0.1534181240063593,-0.06603948322966026,103
Argentina,TV Dramas,2,91,763,0.02197802197802198,0.08664546899841018,-0.0646674470203882,91
Argentina,Action & Adventure,3,91,859,0.03296703296703297,0.09754712695889166,-0.06458009399185868,91
Indonesia,TV Dramas,2,90,763,0.022222222222222223,0.08664546899841018,-0.06442324677618795,90
Egypt,Children & Family Movies,1,117,641,0.008547008547008548,0.07279127867363161,-0.06424427012662307,117
Israel,Action & Adventure,1,30,859,0.03333333333333333,0.09754712695889166,-0.06421379362555832,30
Taiwan,Action & Adventure,3,89,859,0.033707865168539325,0.09754712695889166,-0.06383926179035233,89
Japan,Independent Movies,7,318,756,0.0220125786163522,0.08585055643879173,-0.06383797782243954,318
Singapore,Independent Movies,1,41,756,0.024390243902439025,0.08585055643879173,-0.06146031253635271,41
South Korea,Romantic Movies,2,231,616,0.008658008658008658,0.06995230524642289,-0.06129429658841423,231
France,Comedies,51,393,1674,0.1297709923664122,0.19009766068589598,-0.06032666831948377,393
India,TV Dramas,28,1046,763,0.02676864244741874,0.08664546899841018,-0.05987682655099144,1046
Ireland,Comedies,6,46,1674,0.13043478260869565,0.19009766068589598,-0.05966287807720033,46
United Arab Emirates,TV Dramas,1,37,763,0.02702702702702703,0.08664546899841018,-0.05961844197138315,37
Turkey,Independent Movies,3,112,756,0.026785714285714284,0.08585055643879173,-0.059064842153077446,112
Nigeria,Action & Adventure,4,103,859,0.038834951456310676,0.09754712695889166,-0.05871217550258098,103
Thailand,Children & Family Movies,1,70,641,0.014285714285714285,0.07279127867363161,-0.058505564387917326,70
South Africa,Children & Family Movies,1,62,641,0.016129032258064516,0.07279127867363161,-0.056662246415567094,62
Hong Kong,TV Comedies,1,105,581,0.009523809523809525,0.06597774244833068,-0.05645393292452116,105
China,Documentaries,7,162,869,0.043209876543209874,0.09868271632977516,-0.05547283978656528,162
Turkey,Children & Family Movies,2,112,641,0.017857142857142856,0.07279127867363161,-0.054934135816488754,112
Indonesia,TV Comedies,1,90,581,0.011111111111111112,0.06597774244833068,-0.05486663133721957,90
Spain,Action & Adventure,10,232,859,0.04310344827586207,0.09754712695889166,-0.05444367868302959,232
Philippines,TV Comedies,1,83,581,0.012048192771084338,0.06597774244833068,-0.05392954967724635,83
Mexico,Thrillers,2,169,576,0.011834319526627219,0.06540994776288894,-0.053575628236261726,169
Netherlands,International TV Shows,5,50,1351,0.1,0.1534181240063593,-0.053418124006359285,50
Turkey,Action & Adventure,5,112,859,0.044642857142857144,0.09754712695889166,-0.052904269816034515,112
Taiwan,Independent Movies,3,89,756,0.033707865168539325,0.08585055643879173,-0.05214269127025241,89
Ireland,International Movies,12,46,2751,0.2608695652173913,0.3124006359300477,-0.05153107071265639,46
Netherlands,Comedies,7,50,1674,0.14,0.19009766068589598,-0.05009766068589597,50
Sweden,Action & Adventure,2,42,859,0.047619047619047616,0.09754712695889166,-0.04992807933984404,42
Philippines,Independent Movies,3,83,756,0.03614457831325301,0.08585055643879173,-0.04970597812553872,83
Japan,Thrillers,5,318,576,0.015723270440251572,0.06540994776288894,-0.049686677322637374,318
Brazil,Romantic Movies,2,97,616,0.020618556701030927,0.06995230524642289,-0.049333748545391964,97
United States,Dramas,835,3690,2426,0.22628726287262874,0.2754939813763343,-0.04920671850370556,3690
Philippines,Children & Family Movies,2,83,641,0.024096385542168676,0.07279127867363161,-0.048694893131462934,83
Hong Kong,TV Dramas,4,105,763,0.0380952380952381,0.08664546899841018,-0.04855023090317208,105
Mexico,Comedies,24,169,1674,0.14201183431952663,0.19009766068589598,-0.04808582636636935,169
Japan,Romantic Movies,7,318,616,0.0220125786163522,0.06995230524642289,-0.04793972663007069,318
India,Children & Family Movies,26,1046,641,0.0248565965583174,0.07279127867363161,-0.04793468211531421,1046
Hong Kong,Independent Movies,4,105,756,0.0380952380952381,0.08585055643879173,-0.047755318343553635,105
Turkey,Thrillers,2,112,576,0.017857142857142856,0.06540994776288894,-0.047552804905746086,112
Taiwan,Romantic Movies,2,89,616,0.02247191011235955,0.06995230524642289,-0.04748039513406334,89
Colombia,TV Comedies,1,52,581,0.019230769230769232,0.06597774244833068,-0.04674697321756145,52
Nigeria,TV Comedies,2,103,581,0.019417475728155338,0.06597774244833068,-0.046560266720175346,103
Sweden,Romantic Movies,1,42,616,0.023809523809523808,0.06995230524642289,-0.04614278143689908,42
Brazil,Action & Adventure,5,97,859,0.05154639175257732,0.09754712695889166,-0.04600073520631434,97
Netherlands,TV Comedies,1,50,581,0.02,0.06597774244833068,-0.04597774244833068,50
Singapore,Romantic Movies,1,41,616,0.024390243902439025,0.06995230524642289,-0.04556206134398386,41
India,Crime TV Shows,9,1046,470,0.008604206500956023,0.05337270043152396,-0.044768493930567935,1046
Spain,TV Comedies,5,232,581,0.021551724137931036,0.06597774244833068,-0.04442601831039965,232
Mexico,Action & Adventure,9,169,859,0.05325443786982249,0.09754712695889166,-0.04429268908906917,169
Hong Kong,Children & Family Movies,3,105,641,0.02857142857142857,0.07279127867363161,-0.04421985010220304,105
France,International TV Shows,43,393,1351,0.10941475826972011,0.1534181240063593,-0.04400336573663918,393
Argentina,TV Comedies,2,91,581,0.02197802197802198,0.06597774244833068,-0.0439997204703087,91
Germany,TV Comedies,5,226,581,0.022123893805309734,0.06597774244833068,-0.04385384864302095,226
Poland,Comedies,6,41,1674,0.14634146341463414,0.19009766068589598,-0.04375619727126184,41
Nigeria,Crime TV Shows,1,103,470,0.009708737864077669,0.05337270043152396,-0.043663962567446285,103
Mexico,Children & Family Movies,5,169,641,0.029585798816568046,0.07279127867363161,-0.043205479857063564,169
Egypt,Independent Movies,5,117,756,0.042735042735042736,0.08585055643879173,-0.043115513703749,117
United Arab Emirates,Romantic Movies,1,37,616,0.02702702702702703,0.06995230524642289,-0.04292527821939586,37
Italy,Children & Family Movies,3,100,641,0.03,0.07279127867363161,-0.04279127867363161,100
Mexico,TV Comedies,4,169,581,0.023668639053254437,0.06597774244833068,-0.04230910339507625,169
Indonesia,Crime TV Shows,1,90,470,0.011111111111111112,0.05337270043152396,-0.042261589320412844,90
United Kingdom,TV Dramas,36,806,763,0.04466501240694789,0.08664546899841018,-0.04198045659146229,806
Poland,TV Comedies,1,41,581,0.024390243902439025,0.06597774244833068,-0.04158749854589166,41
Philippines,Crime TV Shows,1,83,470,0.012048192771084338,0.05337270043152396,-0.041324507660439616,83
India,TV Comedies,26,1046,581,0.0248565965583174,0.06597774244833068,-0.04112114589001328,1046
Colombia,Documentaries,3,52,869,0.057692307692307696,0.09868271632977516,-0.04099040863746746,52
Lebanon,Children & Family Movies,1,31,641,0.03225806451612903,0.07279127867363161,-0.04053321415750258,31
Belgium,Kids' TV,1,90,451,0.011111111111111112,0.051215080626845336,-0.04010396951573422,90
Indonesia,Kids' TV,1,90,451,0.011111111111111112,0.051215080626845336,-0.04010396951573422,90
Argentina,Children & Family Movies,3,91,641,0.03296703296703297,0.07279127867363161,-0.03982424570659864,91
India,Kids' TV,12,1046,451,0.011472275334608031,0.051215080626845336,-0.0397428052922373,1046
New Zealand,International Movies,9,33,2751,0.2727272727272727,0.3124006359300477,-0.03967336320277498,33
New Zealand,Romantic Movies,1,33,616,0.030303030303030304,0.06995230524642289,-0.039649274943392585,33
Norway,Children & Family Movies,1,30,641,0.03333333333333333,0.07279127867363161,-0.03945794534029828,30
Spain,TV Dramas,11,232,763,0.04741379310344827,0.08664546899841018,-0.039231675894961904,232
Turkey,TV Comedies,3,112,581,0.026785714285714284,0.06597774244833068,-0.039192028162616396,112
China,Docuseries,1,162,395,0.006172839506172839,0.0448557801498978,-0.03868294064372496,162
Japan,Docuseries,2,318,395,0.006289308176100629,0.0448557801498978,-0.03856647197379717,318
South Korea,Music & Musicals,1,231,375,0.004329004329004329,0.04258460140813082,-0.03825559707912649,231
Australia,Dramas,38,160,2426,0.2375,0.2754939813763343,-0.03799398137633431,160
Germany,Romantic TV Shows,1,226,370,0.004424778761061947,0.04201680672268908,-0.03759202796162713,226
Italy,Action & Adventure,6,100,859,0.06,0.09754712695889166,-0.03754712695889166,100
Canada,Romantic TV Shows,2,445,370,0.0044943820224719105,0.04201680672268908,-0.03752242470021717,445
South Africa,Independent Movies,3,62,756,0.04838709677419355,0.08585055643879173,-0.03746345966459819,62
Philippines,Action & Adventure,5,83,859,0.060240963855421686,0.09754712695889166,-0.03730616310346997,83
Argentina,Romantic Movies,3,91,616,0.03296703296703297,0.06995230524642289,-0.03698527227938992,91
France,Romantic TV Shows,2,393,370,0.005089058524173028,0.04201680672268908,-0.03692774819851605,393
Hong Kong,Thrillers,3,105,576,0.02857142857142857,0.06540994776288894,-0.036838519191460375,105
Belgium,Romantic Movies,3,90,616,0.03333333333333333,0.06995230524642289,-0.036618971913089556,90
Norway,Romantic Movies,1,30,616,0.03333333333333333,0.06995230524642289,-0.036618971913089556,30
Egypt,Crime TV Shows,2,117,470,0.017094017094017096,0.05337270043152396,-0.03627868333750686,117
India,Docuseries,9,1046,395,0.008604206500956023,0.0448557801498978,-0.03625157364894178,1046
Argentina,Comedies,14,91,1674,0.15384615384615385,0.19009766068589598,-0.036251506839742126,91
Colombia,Comedies,8,52,1674,0.15384615384615385,0.19009766068589598,-0.036251506839742126,52
Italy,TV Comedies,3,100,581,0.03,0.06597774244833068,-0.035977742448330685,100
Australia,Independent Movies,8,160,756,0.05,0.08585055643879173,-0.03585055643879173,160
Denmark,Action & Adventure,3,48,859,0.0625,0.09754712695889166,-0.03504712695889166,48
Spain,Stand-Up Comedy,1,232,343,0.004310344827586207,0.038950715421303655,-0.03464037059371745,232
Japan,TV Comedies,10,318,581,0.031446540880503145,0.06597774244833068,-0.03453120156782754,318
Brazil,Thrillers,3,97,576,0.030927835051546393,0.06540994776288894,-0.03448211271134255,97
Canada,Stand-Up Comedy,2,445,343,0.0044943820224719105,0.038950715421303655,-0.034456333398831744,445
Hong Kong,Crime TV Shows,2,105,470,0.01904761904761905,0.05337270043152396,-0.03432508138390491,105
Spain,Children & Family Movies,9,232,641,0.03879310344827586,0.07279127867363161,-0.033998175225355746,232
Spain,Kids' TV,4,232,451,0.017241379310344827,0.051215080626845336,-0.03397370131650051,232
Belgium,Docuseries,1,90,395,0.011111111111111112,0.0448557801498978,-0.03374466903878669,90
South Africa,TV Comedies,2,62,581,0.03225806451612903,0.06597774244833068,-0.03371967793220165,62
Turkey,Music & Musicals,1,112,375,0.008928571428571428,0.04258460140813082,-0.033656029979559396,112
India,Stand-Up Comedy,6,1046,343,0.0057361376673040155,0.038950715421303655,-0.03321457775399964,1046
Hong Kong,Music & Musicals,1,105,375,0.009523809523809525,0.04258460140813082,-0.033060791884321296,105
Nigeria,Music & Musicals,1,103,375,0.009708737864077669,0.04258460140813082,-0.032875863544053155,103
Australia,Romantic Movies,6,160,616,0.0375,0.06995230524642289,-0.03245230524642289,160
Ireland,Action & Adventure,3,46,859,0.06521739130434782,0.09754712695889166,-0.032329735654543834,46
Egypt,TV Comedies,4,117,581,0.03418803418803419,0.06597774244833068,-0.03178970826029649,117
Taiwan,Thrillers,3,89,576,0.033707865168539325,0.06540994776288894,-0.03170208259434962,89
Colombia,Romantic Movies,2,52,616,0.038461538461538464,0.06995230524642289,-0.031490766784884425,52
Indonesia,Music & Musicals,1,90,375,0.011111111111111112,0.04258460140813082,-0.03147349029701971,90
Egypt,Thrillers,4,117,576,0.03418803418803419,0.06540994776288894,-0.03122191357485475,117
Belgium,International TV Shows,11,90,1351,0.12222222222222222,0.1534181240063593,-0.031195901784137073,90
United Kingdom,Dramas,197,806,2426,0.24441687344913152,0.2754939813763343,-0.03107710792720278,806
Indonesia,Romantic TV Shows,1,90,370,0.011111111111111112,0.04201680672268908,-0.030905695611577966,90
Indonesia,Action & Adventure,6,90,859,0.06666666666666667,0.09754712695889166,-0.030880460292224993,90
Thailand,Docuseries,1,70,395,0.014285714285714285,0.0448557801498978,-0.030570065864183517,70
India,Romantic TV Shows,12,1046,370,0.011472275334608031,0.04201680672268908,-0.030544531388081046,1046
Philippines,Music & Musicals,1,83,375,0.012048192771084338,0.04258460140813082,-0.030536408637046483,83
South Korea,Stand-Up Comedy,2,231,343,0.008658008658008658,0.038950715421303655,-0.030292706763295,231
China,Music & Musicals,2,162,375,0.012345679012345678,0.04258460140813082,-0.030238922395785142,162
United States,Romantic TV Shows,44,3690,370,0.011924119241192412,0.04201680672268908,-0.03009268748149667,3690
Philippines,Romantic TV Shows,1,83,370,0.012048192771084338,0.04201680672268908,-0.02996861395160474,83
South Korea,Children & Family Movies,10,231,641,0.04329004329004329,0.07279127867363161,-0.02950123538358832,231
Philippines,Thrillers,3,83,576,0.03614457831325301,0.06540994776288894,-0.029265369449635932,83
Lebanon,Comedies,5,31,1674,0.16129032258064516,0.19009766068589598,-0.028807338105250824,31
South Africa,Docuseries,1,62,395,0.016129032258064516,0.0448557801498978,-0.028726747891833285,62
China,Crime TV Shows,4,162,470,0.024691358024691357,0.05337270043152396,-0.0286813424068326,162
China,Thrillers,6,162,576,0.037037037037037035,0.06540994776288894,-0.028372910725851908,162
United Kingdom,Romantic TV Shows,11,806,370,0.013647642679900745,0.04201680672268908,-0.028369164042788334,806
Denmark,Romantic Movies,2,48,616,0.041666666666666664,0.06995230524642289,-0.028285638579756224,48
China,Horror Movies,2,162,357,0.012345679012345678,0.04054054054054054,-0.028194861528194864,162
Colombia,Independent Movies,3,52,756,0.057692307692307696,0.08585055643879173,-0.028158248746484038,52
Japan,Horror Movies,4,318,357,0.012578616352201259,0.04054054054054054,-0.027961924188339284,318
Mexico,Kids' TV,4,169,451,0.023668639053254437,0.051215080626845336,-0.0275464415735909,169
Sweden,Kids' TV,1,42,451,0.023809523809523808,0.051215080626845336,-0.027405556817321527,42
Thailand,Documentaries,5,70,869,0.07142857142857142,0.09868271632977516,-0.02725414490120373,70
Mexico,Docuseries,3,169,395,0.01775147928994083,0.0448557801498978,-0.02710430085995697,169
France,Docuseries,7,393,395,0.017811704834605598,0.0448557801498978,-0.027044075315292203,393
Netherlands,TV Dramas,3,50,763,0.06,0.08664546899841018,-0.02664546899841018,50
France,Stand-Up Comedy,5,393,343,0.01272264631043257,0.038950715421303655,-0.026228069110871086,393
New Zealand,TV Dramas,2,33,763,0.06060606060606061,0.08664546899841018,-0.02603940839234957,33
South Africa,Romantic TV Shows,1,62,370,0.016129032258064516,0.04201680672268908,-0.025887774464624563,62
India,British TV Shows,3,1046,253,0.0028680688336520078,0.02873041108335226,-0.025862342249700253,1046
Germany,Romantic Movies,10,226,616,0.04424778761061947,0.06995230524642289,-0.02570451763580342,226
Colombia,Docuseries,1,52,395,0.019230769230769232,0.0448557801498978,-0.02562501091912857,52
Japan,British TV Shows,1,318,253,0.0031446540880503146,0.02873041108335226,-0.025585756995301946,318
Netherlands,Thrillers,2,50,576,0.04,0.06540994776288894,-0.02540994776288894,50
Egypt,International TV Shows,15,117,1351,0.1282051282051282,0.1534181240063593,-0.025212995801231097,117
Italy,Docuseries,2,100,395,0.02,0.0448557801498978,-0.0248557801498978,100
Mexico,Music & Musicals,3,169,375,0.01775147928994083,0.04258460140813082,-0.02483312211818999,169
Poland,Action & Adventure,3,41,859,0.07317073170731707,0.09754712695889166,-0.02437639525157459,41
Denmark,Docuseries,1,48,395,0.020833333333333332,0.0448557801498978,-0.024022446816564468,48
South Korea,Action & Adventure,17,231,859,0.0735930735930736,0.09754712695889166,-0.02395405336581806,231
Colombia,International Movies,15,52,2751,0.28846153846153844,0.3124006359300477,-0.02393909746850925,52
France,Reality TV,2,393,255,0.005089058524173028,0.02895752895752896,-0.02386847043335593,393
United States,TV Dramas,232,3690,763,0.06287262872628727,0.08664546899841018,-0.02377284027212291,3690
Japan,Music & Musicals,6,318,375,0.018867924528301886,0.04258460140813082,-0.023716676879828934,318
France,British TV Shows,2,393,253,0.005089058524173028,0.02873041108335226,-0.02364135255917923,393
Indonesia,Comedies,15,90,1674,0.16666666666666666,0.19009766068589598,-0.023430994019229323,90
Italy,International TV Shows,13,100,1351,0.13,0.1534181240063593,-0.023418124006359287,100
Australia,Romantic TV Shows,3,160,370,0.01875,0.04201680672268908,-0.02326680672268908,160
India,Reality TV,6,1046,255,0.0057361376673040155,0.02895752895752896,-0.023221391290224942,1046
Hong Kong,Romantic TV Shows,2,105,370,0.01904761904761905,0.04201680672268908,-0.02296918767507003,105
Argentina,Docuseries,2,91,395,0.02197802197802198,0.0448557801498978,-0.02287775817187582,91
South Africa,Stand-Up Comedy,1,62,343,0.016129032258064516,0.038950715421303655,-0.02282168316323914,62
United Kingdom,Romantic Movies,38,806,616,0.04714640198511166,0.06995230524642289,-0.022805903261311225,806
China,Reality TV,1,162,255,0.006172839506172839,0.02895752895752896,-0.02278468945135612,162
Mexico,Romantic Movies,8,169,616,0.047337278106508875,0.06995230524642289,-0.022615027139914014,169
Nigeria,Romantic TV Shows,2,103,370,0.019417475728155338,0.04201680672268908,-0.02259933099453374,103
Thailand,Thrillers,3,70,576,0.04285714285714286,0.06540994776288894,-0.022552804905746085,70
Spain,Romantic Movies,11,232,616,0.04741379310344827,0.06995230524642289,-0.022538512142974615,232
France,Music & Musicals,8,393,375,0.020356234096692113,0.04258460140813082,-0.022228367311438707,393
